,district,HouseType,Building,Object status,Location of the house,Object location,House type,The floor,Usable area,Land area,Parking,Year of reconstruction,Water,Transport,Energy efficiency of the building,Equipment,Lift,companyName,proximityIndex,Index,Built-up area,Store,Garage,Gas,Garden area,Year of approval,Swimming pool,Cena,Floor area,Indicator of energy efficiency of the building,Certificate of energy performance of the building,Barrier-free,Ceiling height,Housing costs,Number of flats,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,The date of the 1st inspection,The date of the 2nd inspection,Auction decree,Expert opinion.1,Pool area,Condition,Date of completion of construction,Soil construction,Sale start date,Inspection date,Inspection date to,Minimum purchase price,Share size,Number of owners,locationLat,locationLong,price,lokální plynové,heating_unknown,ústřední plynové,lokální tuhá paliva,jiné,lokální elektrické,ústřední tuhá paliva,ústřední elektrické,ústřední dálkové,podlahové,veřejná kanalizace,jímka,čov pro celý objekt,septik,garbage_unknown,trativod,230v,400v,electricity_unknown,120v,telecommunication_unknown,telefon,internet,kabelové rozvody,satelit,kabelová televize,ostatní,communication_unknown,asfaltová,neupravená,dlážděná,betonová,zpevněná,šotolina,štěrková,provize,právního,dph,poplatků,cena k jednání
7322,cesky-krumlov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,2 včetně 1 podzemního,180,101.0,,,Místní zdroj,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,Realitní kancelář STING,137.57142857142858,7574,101.0,,1.0,,,,,,80.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,48.7293651,14.62737,2890000,,,,,,,True,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
13672,sumperk,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Okraj obce,Patrový,2 včetně 1 podzemního,300,718.0,1.0,,Dálkový vodovod,"Vlak, Silnice, MHD",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0,,NEXT REALITY DŮM SNŮ,1949.6315789473683,14132,174.0,1,1.0,Plynovod,544.0,1990.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.9655521,16.9705651,10490000,,,True,True,,,,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
2573,litomerice,"projekty-na-klic
",Dřevěná,Projekt,Samostatný,,Přízemní,1,121,1176.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,,Litoreal s.r.o.,1527.1764705882354,2636,146.0,,,,1176.0,,,,121.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.5192225,14.0690951,7793000,,,,,,,,True,,,True,,,,,,True,True,,,True,,,,,,,,True,,,True,,,,,True,,,
7746,pisek,"chaty
",Smíšená,Dobrý,Samostatný,Klidná část obce,Patrový,2,100,53.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,,RE/MAX G8 Reality,2617.6666666666665,8016,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3412114,14.1430357,1500000,,True,,,,,,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,
2823,decin,"chalupy
",Smíšená,Dobrý,Samostatný,,Patrový,1 podzemní,380,1341.0,1.0,,Místní zdroj,,Třída G - Mimořádně nehospodárná,,,Reality Filipovský,1675.1666666666667,2894,,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,50.872427,14.500293,3900000,,,,,,,True,,,,,,,True,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
5899,pribram,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,,Patrový,2,130,1705.0,4.0,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,0,,Areality Vysočina,2297.5,6085,,10 m2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.69683,14.31969,10363000,,,,,,,True,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,True,True,,,
14258,zlin,"rodinne-domy
",Smíšená,Dobrý,Rohový,Centrum obce,Patrový,3,323,311.0,2.0,2018.0,"Místní zdroj, Dálkový vodovod","Vlak, Dálnice, Silnice, Autobus",Třída G - Mimořádně nehospodárná,Částečně,0.0,Husky Reality,826.9444444444445,14736,180.0,,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1735166,17.5134053,8299999,True,,,True,,,,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,True,True,,,True
11180,jablonec-nad-nisou,"chalupy
",Cihlová,Velmi dobrý,Samostatný,Okraj obce,Patrový,2,240,1629.0,4.0,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,1040.8666666666666,11541,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7379436,15.3037997,6950000,,,,True,,,,,,,,True,,True,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
4890,nymburk,"rodinne-domy
",Cihlová,Novostavba,Samostatný,Klidná část obce,Patrový,2,190,999.0,,,Dálkový vodovod,"Silnice, Autobus",Třída B - Velmi úsporná,0,0.0,Bidli,2957.928571428572,5032,130.0,,1.0,,700.0,2022.0,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2423224,15.2943419,10710000,,,,,,True,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,,,,,,
6391,praha-5,"rodinne-domy
",Cihlová,Velmi dobrý,Rohový,,Patrový,,544,305.0,1.0,2005.0,,,Třída G - Mimořádně nehospodárná,,0.0,ENGEL & VÖLKERS,944.7619047619048,6597,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0520136,14.3695398,40000000,True,,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
6678,praha-8,"vily
",Cihlová,Před rekonstrukcí,Samostatný,Klidná část obce,Patrový,3,330,451.0,,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná,0,0.0,Bidli,1094.0,6900,177.0,1,1.0,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1427898,14.4269857,18995000,True,,,,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
8288,havlickuv-brod,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,,Patrový,1,100,4582.0,,,,,Třída G - Mimořádně nehospodárná,,,Dumrealit.cz Royal,2664.222222222222,8577,190.0,,,,,,,,100.0,"517,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,49.7522092,15.2372961,3990000,,,,,True,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
5661,praha-zapad,"chaty
",Dřevěná,Dobrý,,,Přízemní,,49,450.0,,,Studna,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,,HVB Real Estate,2179.8,5839,49.0,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,49.8887798,14.3189611,1890000,,,,,,,True,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,
3442,beroun,"rodinne-domy
",Cihlová,Novostavba,,,Patrový,2,143,428.0,,,Dálkový vodovod,"Vlak, Silnice, MHD, Autobus",,,,EBM Partner,1168.1176470588234,3538,92.0,,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9640292,14.0733907,14490000,True,,,,,,,,,,True,,,,,,True,True,,,,,True,,True,True,,,True,,,,,,,,,,,
5419,praha-zapad,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Okraj obce,Patrový,3 včetně 1 podzemního,343,673.0,3.0,,,"Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,0.0,M&M reality,1384.0555555555557,5583,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0309483,14.2325191,19900000,True,,,,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
15020,novy-jicin,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,,Patrový,2,218,359.0,,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,,Magdaléna Horčičková - Artemis Reality,487.9333333333333,15539,109.0,,,Plynovod,150.0,,,,218.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.7121644,18.0453695,2900000,,,,,,,True,,,,True,,,,,,,,True,,True,,,,,,,,,,,True,,,,,,,True,
5734,pribram,"rodinne-domy
",Smíšená,Dobrý,Řadový,,Přízemní,1,110,231.0,,,,,,,,Special Unit,642.0,5915,110.0,,,,121.0,,,,110.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.6901082,14.0183273,4990000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
9526,svitavy,"rodinne-domy
",Smíšená,Velmi dobrý,Samostatný,Klidná část obce,Patrový,2,100,491.0,,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,1,,Iveta KOŘÍNKOVÁ - realitní kancelář,2795.133333333333,9844,291.0,,1.0,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6394937,16.6459034,6300000,,,,True,,,,True,,,,True,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
9680,svitavy,"chalupy
",Smíšená,Dobrý,Samostatný,Klidná část obce,Přízemní,,221,560.0,1.0,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná,1,0.0,Bidli,1909.4166666666667,10001,221.0,1,,,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7114306,16.4805825,2418000,,,,True,,,,,,,True,,,,,,True,,,,,,,,True,,,,True,,,,,,,,,,,
1163,plzen,"rodinne-domy
",Cihlová,Dobrý,V bloku,,Patrový,,196,318.0,,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,0,,CENTURY 21 West,627.8421052631579,1186,90.0,1,,Plynovod,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7220858,13.4054603,6800000,,,True,,,,,,,,True,,,,,,True,True,,,,True,True,,,,,,True,,,,,,,True,True,,True,True
7323,cesky-krumlov,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Přízemní,3 včetně 1 podzemního,320,823.0,2.0,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Částečně,,Ardo Reality s.r.o.,787.3125,7575,148.0,120 m2,1.0,Plynovod,675.0,,,,228.0,"672,0 kWh/m^2 za rok",Zobrazit průkaz energetické náročnosti budovy,,"2,5 m",,,,,,,,,,,,,,,,,,,,,,,,48.6175482,14.3108793,6500000,,,True,True,,,,,,,True,,,,,,True,True,,,,,True,,,,,,True,,,,,,,,,,,
10645,trutnov,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Centrum obce,Patrový,3,170,460.0,1.0,,Dálkový vodovod,"Vlak, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,0,0.0,EVROPA realitní kancelář VRCHLABÍ,778.0,10989,69.0,50 m2,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5673356,15.9222619,2848000,,,True,True,,,,,,,True,,,,,,True,True,,,,,,True,,,,,True,,,,,,,True,True,True,,
11503,semily,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,2,180,298.0,2.0,1968.0,"Místní zdroj, Dálkový vodovod","Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,1860.8125,11876,,,,,,,,,,"556,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,50.5716517,15.404028,2500000,True,,,,,,,,True,,True,,,,,,True,True,,,True,,,,,,,,,True,,,,,,,,,,
6008,rakovnik,"rodinne-domy
",Cihlová,Po rekonstrukci,Samostatný,Klidná část obce,Patrový,2,85,304.0,,,"Dálkový vodovod, Studna","Vlak, Dálnice, MHD",Třída G - Mimořádně nehospodárná,0,,ARCHER reality Praha,2653.428571428572,6199,,,,,304.0,,,,85.0,,,,,"kanalizace: 67, elektřina: 3340, voda: 83",,,,,,,,,,,,,,,,,,,,,,,50.2067689,13.7839451,3850000,,,,True,,,,True,,True,,True,,True,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
5161,praha-zapad,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Klidná část obce,Patrový,2,130,165.0,1.0,2016.0,"Místní zdroj, Dálkový vodovod","Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,997.470588235294,5316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.031499,14.2222132,5490000,True,,,True,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
7012,ceske-budejovice,"rodinne-domy
",Cihlová,Novostavba,Řadový,Klidná část obce,Patrový,2,119,178.0,2.0,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD",Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,Částečně,0.0,KONTAKT SERVIS CZ,1010.6111111111112,7253,120.0,,,Plynovod,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9747357,14.474285,12150000,,,True,,,,,,,,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
7165,ceske-budejovice,"chalupy
",Cihlová,Před rekonstrukcí,Samostatný,Okraj obce,Přízemní,4,201,765.0,,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,RE/MAX Profil,1693.4666666666667,7414,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9902661,14.5442107,6450000,,,,,,,True,,,,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,True,True,,,
11261,liberec,"rodinne-domy
",Smíšená,Velmi dobrý,Samostatný,Klidná část obce,Patrový,,520,3411.0,10.0,2016.0,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,Nisa centrum reality,1364.05,11627,,10 m2,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7972198,14.9932078,18990000,,True,,,,,,,,,True,,,,,,True,True,,,,True,True,,,,,,True,,,,,,,True,True,,True,
2681,decin,"rodinne-domy
",Smíšená,Špatný,,,Patrový,,450,2000.0,,,,,,,,Dražbyprost,2497.818181818182,2748,,,,,,,,,,,,,,,,,,5 000 Kč za nemovitost,40 000 Kč za nemovitost,Dobrovolná,www.drazbyprost.cz,30.11.2022 15:15,,,Zobrazit dražební vyhlášku,Zobrazit posudek znalce,,,,,,,,,,,51.0359177,14.3133696,186200,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
13436,prostejov,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,2,260,1546.0,,,,,Třída G - Mimořádně nehospodárná,Částečně,,HANÁCKÁ REALITNÍ KANCELÁŘ,920.7857142857144,13886,413.0,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5934206,16.8830517,6950000,,,True,True,,,True,True,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
4313,kutna-hora,"chaty
",Dřevěná,Dobrý,Řadový,Okraj obce,Přízemní,1,29,454.0,,,Místní zdroj,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,1,,RE/MAX G8 Reality,2254.0666666666666,4436,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8419691,14.9560259,1450000,,True,,,,,,,,,,,,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,
10989,ceska-lipa,"chalupy
",Dřevěná,Před rekonstrukcí,Samostatný,Klidná část obce,Patrový,2,200,2468.0,,,Místní zdroj,Silnice,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,Euro Reality Plzeň,3341.4444444444443,11344,169.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6692722,14.4734751,3420000,,,,True,,,,,,,,True,,,,,True,True,,,True,,,,,,,,True,,,,,,,True,True,,,
4367,melnik,"rodinne-domy
",Smíšená,Po rekonstrukci,Samostatný,Klidná část obce,Patrový,2,320,1205.0,1.0,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná,1,,Ka-Reality,2401.5,4492,190.0,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2545194,14.4519249,11900000,,,,True,,,,,,,,True,,,,,True,,,,,True,True,,True,,,True,,,,,,,,True,True,,,
9793,usti-nad-orlici,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Klidná část obce,Přízemní,1,130,405.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,MI Estate,391.4375,10116,143.0,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9179377,16.6145913,1900000,,True,,,,,,,,,,True,,True,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
14930,karvina,"rodinne-domy
",Cihlová,Velmi dobrý,Řadový,Centrum obce,Patrový,2,197,384.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,,BO! reality a finance,605.75,15446,384.0,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8593633,18.5259049,4990000,,True,,,,,,,,,,True,,True,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
8111,tabor,"rodinne-domy
",Cihlová,Po rekonstrukci,Samostatný,Klidná část obce,Patrový,2 včetně 1 podzemního,110,749.0,,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0.0,Partner Realit s.r.o.,1169.375,8391,125.0,30 m2,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,49.3484493,14.8324805,5500000,,,,,,,True,,,,,,,True,,,,True,,,True,,,,,,,,True,,,,,,,,,,,
446,karlovy-vary,"chaty
",Dřevěná,Dobrý,Samostatný,Klidná část obce,Přízemní,1,22,992.0,,,,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,0.0,M&M reality,2875.0666666666666,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1236459,12.8451639,1660000,,True,,,,,,,,,,,,,True,,True,True,,True,True,,,,,,,True,,,,,,,,,,,,
5395,praha-zapad,"rodinne-domy
",Cihlová,Velmi dobrý,Řadový,Klidná část obce,Patrový,3 včetně 1 podzemního,360,699.0,5.0,2022.0,Dálkový vodovod,"Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,1776.071428571429,5556,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9352028,14.5189872,17490000,True,,,,True,,,,,,True,,,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,
10669,trutnov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,,Přízemní,,195,389.0,,,,,,1,0.0,Bidli,2455.181818181818,11014,195.0,,,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5784502,15.7373043,5200000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
7780,prachatice,"rodinne-domy
",Cihlová,Dobrý,Rohový,Klidná část obce,Přízemní,1 včetně 1 podzemního,115,630.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná,0,,AD reality CB,140.58333333333334,8050,109.0,5 m2,,,480.0,,,,100.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.0493797,14.1962532,4765000,,,,,,,True,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
3120,benesov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,,Patrový,3 včetně 1 podzemního,202,2079.0,,,"Místní zdroj, Dálkový vodovod",,Třída G - Mimořádně nehospodárná,,,TEAM realitních makléřů,1548.4615384615386,3211,102.0,60 m2,1.0,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.872818,14.7772732,8890000,,,,,,,True,True,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
11825,blansko,"zemedelske-usedlosti
",Smíšená,Dobrý,,,Přízemní,2. podlaží,739,1486.0,1.0,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,1,0.0,TAJOVSKÝ reality,1429.0,12210,950.0,1,,Plynovod,,,,,739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4982198,16.5727377,9990000,,True,,,,,,,,,,,,True,,,,True,,,True,,,,,,,True,,,,,,,,,,,,
14800,karvina,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Okraj obce,Patrový,,233,1645.0,,,"Místní zdroj, Dálkový vodovod","MHD, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,Reality SváMi s.r.o.,1394.4117647058824,15301,,1,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8999651,18.3847912,2590000,,,True,,,,,,,,,,,True,,,True,True,,,,,,,,,True,,True,True,,,,,,True,True,,,
7640,pisek,"rodinne-domy
",Smíšená,K demolici,Samostatný,Centrum obce,Přízemní,1,200,439.0,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX G8 Reality,1889.0,7908,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3879997,14.3567659,590000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
1020,plzen-sever,"chaty
",Cihlová,Dobrý,Samostatný,Klidná část obce,Přízemní,1,47,155.0,,,Studna,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,,RE/MAX Professional Partners,2619.6666666666665,1039,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9137349,13.4962104,2200000,,True,,,,,,,,,,True,,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,
1525,klatovy,"chaty
",Dřevěná,Velmi dobrý,Samostatný,Okraj obce,Patrový,2,115,233.0,,,Místní zdroj,,Třída G - Mimořádně nehospodárná,,,Realitní kancelář SALZMANN,2889.2,1553,69.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4192758,13.3801239,1900000,,,,True,,,,,,,,,,,True,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
13910,kromeriz,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,2,222,806.0,,1995.0,Dálkový vodovod,"Dálnice, Silnice, MHD",,Částečně,0.0,Friends Forever Reality,1858.176470588236,14378,,,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3529159,17.5776633,5490000,,,True,,,,True,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,True,True,,,
6390,praha-5,"rodinne-domy
",Cihlová,Před rekonstrukcí,Řadový,Klidná část obce,Přízemní,,75,320.0,,,Dálkový vodovod,"Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,,,ZFP Reality,1149.3809523809523,6596,100.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.030037050000004,14.355356778707794,8720000,,,,,,,True,,,,True,,,,,,True,,,,True,,,,,,,True,,,,,,,,True,True,,,True
14135,zlin,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,2,110,162.0,1.0,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,BEN REALITNÍ KANCELÁŘ,709.7777777777778,14609,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2181968,17.6382482,7200000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,True,,True,
432,karlovy-vary,"chaty
",Cihlová,Dobrý,Samostatný,Okraj obce,Přízemní,2,376,376.0,3.0,,Studna,"Vlak, Autobus",,,,Dumrealit.cz Bonus,1219.9444444444443,437,17.0,1,,,,,,,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3221817,12.9473848,899000,,,,True,,,,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,
8212,havlickuv-brod,"rodinne-domy
",Smíšená,Před rekonstrukcí,Rohový,Klidná část obce,Patrový,3 včetně 1 podzemního,155,401.0,,,,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,0.0,M&M reality,2881.8,8497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7719718,15.7669063,1799900,,,,,True,,,,,,,,,True,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
12077,brno,"chaty
",Cihlová,Dobrý,,,Přízemní,,49,1000.0,,,Místní zdroj,,Třída G - Mimořádně nehospodárná,,,René Ličartovský - Goldenreal,938.45,12476,,1,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.193605,16.5711642,3900000,,,,,,,,True,,,,,,True,,,True,True,,,True,,,,,,,True,,,,,,,,True,True,,,
493,sokolov,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Centrum obce,Patrový,2,392,2625.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,,Euro Reality Plzeň,1327.75,500,197.0,,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2141325,12.7447145,4950000,,True,,,,,,,,,,True,,True,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
14830,karvina,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Přízemní,1,239,1726.0,4.0,,Dálkový vodovod,Silnice,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,861.1764705882352,15334,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7663246,18.4451378,14800000,True,,,,,,,,,,,,True,,,,True,,,True,True,,,,,,,True,,,,,,,,True,,,,
7373,cesky-krumlov,"chalupy
",Smíšená,Velmi dobrý,Samostatný,Klidná část obce,Patrový,3,205,1334.0,,,Místní zdroj,Silnice,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX G8 Reality,2965.0666666666666,7627,205.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,48.7757779,14.3289665,5450000,,,,,,,True,,,,,,,True,,,True,,,,,True,True,,,,,,True,,,,,,,,,,,
467,karlovy-vary,"zemedelske-usedlosti
",Cihlová,Před rekonstrukcí,Samostatný,,Patrový,,836,1555.0,,,,,Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",3340.6153846153848,472,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0230863,13.013429,1980000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
