,district,HouseType,Building,Object status,Location of the house,Object location,House type,The floor,Usable area,Land area,Parking,Year of reconstruction,Water,Transport,Energy efficiency of the building,Equipment,Lift,companyName,proximityIndex,Index,Built-up area,Store,Garage,Gas,Garden area,Year of approval,Swimming pool,Cena,Floor area,Indicator of energy efficiency of the building,Certificate of energy performance of the building,Barrier-free,Ceiling height,Housing costs,Number of flats,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,The date of the 1st inspection,The date of the 2nd inspection,Auction decree,Expert opinion.1,Pool area,Condition,Date of completion of construction,Soil construction,Sale start date,Inspection date,Inspection date to,Minimum purchase price,Share size,Number of owners,locationLat,locationLong,price,lokální plynové,heating_unknown,ústřední plynové,lokální tuhá paliva,jiné,lokální elektrické,ústřední tuhá paliva,ústřední elektrické,ústřední dálkové,podlahové,veřejná kanalizace,jímka,čov pro celý objekt,septik,garbage_unknown,trativod,230v,400v,electricity_unknown,120v,telecommunication_unknown,telefon,internet,kabelové rozvody,satelit,kabelová televize,ostatní,communication_unknown,asfaltová,neupravená,dlážděná,betonová,zpevněná,šotolina,štěrková,provize,právního,dph,poplatků,cena k jednání
150,cheb,"chalupy
",Cihlová,Před rekonstrukcí,Samostatný,,Patrový,,120,610.0,,,,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",1938.428571428572,153,242.0,,,,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2146151,12.3425825,2149000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
10162,jicin,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Klidná část obce,Přízemní,1 včetně 1 podzemního,205,1263.0,,,"Místní zdroj, Dálkový vodovod","Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná,0,0.0,Bidli,1608.2307692307693,10492,140.0,1,,,1263.0,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4075102,15.5622799,2790000,,,,True,,True,,,,,,,,True,,True,True,True,,,True,,,,,,,,True,,,,,,,,,,,
4995,nymburk,"rodinne-domy
",Cihlová,Po rekonstrukci,Samostatný,Klidná část obce,Přízemní,2 včetně 1 podzemního,310,1054.0,1.0,2018.0,,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,1646.2,5143,,1,1.0,,,,1.0,,,"319,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,50.2426147,15.0214199,10400000,,,,,,True,,,,,True,,,,,,,,True,,,,True,,,,,True,,,,,,,,,,,,
9271,pardubice,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,,Přízemní,1,365,1274.0,1.0,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,1,,Amazing Reality,1959.176470588236,9578,335.0,1,,,,,,,365.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0579345,15.5889872,7980000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,,True,,,,,,,True,True,,,
1925,teplice,"rodinne-domy
",Cihlová,Dobrý,Řadový,Centrum obce,Patrový,3,1,586.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,RE/MAX 4 You,1541.9444444444443,1963,586.0,,,Plynovod,,1898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6622239,13.7970488,1600000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
302,karlovy-vary,"rodinne-domy
",Smíšená,V rekonstrukci,Řadový,Centrum obce,Patrový,3,240,469.0,,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,1,,NOVIS reality s.r.o.,747.8181818181819,306,95.0,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0834636,12.8385259,2499000,,,,True,,,,,,,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
13249,prerov,"rodinne-domy
",Cihlová,Dobrý,Řadový,,Přízemní,,147,159.0,,,,,Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",711.8333333333334,13691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4676083,17.4424748,4125345,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
6032,rakovnik,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,,Přízemní,1,110,291.0,,,,,Třída G - Mimořádně nehospodárná,,,ORBISREALITY,1253.6,6223,136.0,,,,155.0,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.1379261,13.9222181,2390000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
15175,opava,"rodinne-domy
",Cihlová,Po rekonstrukci,Řadový,Klidná část obce,Patrový,2,155,153.0,1.0,,Místní zdroj,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,ByrFin Real Estate,756.2857142857143,15702,105.0,20 m2,,Plynovod,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9255413,18.0044617,3750000,,True,,,,,,,,,True,,,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,
10667,trutnov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Okraj obce,Přízemní,1,95,1002.0,2.0,2021.0,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,1,0.0,M&M reality,996.3636363636364,11012,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5339483,15.8206531,4999999,True,,,True,True,,,,True,,True,,,,,,,,True,,,,True,,,,,True,,,,,,,,,,,,
8129,tabor,"rodinne-domy
",Cihlová,Novostavba,Řadový,Klidná část obce,Přízemní,,73,200.0,1.0,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,,,AZ Bydlení,897.3888888888889,8410,,1,,,127.0,2021.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.4172832,14.6419033,6990000,,,,,,,,True,,,True,,,,,,True,,,,True,,,,,,,,True,,True,,,,,True,True,True,True,
9797,usti-nad-orlici,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,2,140,1285.0,1.0,,Studna,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,,RE/MAX Dynamic,2667.3846153846152,10120,175.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.9364012,16.7242963,6790000,,,,True,True,,,,,,,True,,True,,,True,,,,,,,True,,,,,True,,,,,,,,,,,True
7730,pisek,"chaty
",Cihlová,Dobrý,Samostatný,Okraj obce,Patrový,2,34,465.0,,,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0.0,Realitní kancelář Jan Matulka,403.1111111111111,8000,,,,,,,,,17.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.2992666,14.1461652,790000,,,,True,,,,,,,,,,,True,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
9613,svitavy,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Klidná část obce,Přízemní,,215,4630.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,Realitní kancelář Zuzana Burdová,2409.5,9931,347.0,19 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7398268,16.4132659,2690000,,,,True,,,,,,,True,,,,,,True,,,,True,,,,,,,,,True,,,,,,True,True,True,True,
2322,louny,"vicegeneracni-domy
",Smíšená,Dobrý,V bloku,Klidná část obce,Patrový,3,447,1613.0,,,"Místní zdroj, Dálkový vodovod","Vlak, Silnice, MHD, Autobus",Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX 4 You,678.0,2375,145.0,,,Plynovod,,,,,,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,50.3247169,13.5478241,13000000,,,True,True,,,,,,,True,,,,,,True,,,,,True,True,,,,,,True,,,,,,,,,,,
13905,kromeriz,"rodinne-domy
",Cihlová,Velmi dobrý,Řadový,Klidná část obce,Patrový,3,180,187.0,1.0,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,1,,JUSTO Unika - Veronika Hanáková,1835.8461538461536,14372,60.0,,,Plynovod,,,,,180.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,49.2696715,17.2269884,5990000,,,True,,,,,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
4100,kolin,"chalupy
",Cihlová,Dobrý,,Klidná část obce,Patrový,3 včetně 1 podzemního,180,1156.0,,1980.0,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,1,0.0,REDOT,2235.176470588235,4219,110.0,86 m2,1.0,,1056.0,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0561707,14.8210568,5980000,,,,,,,,True,,,True,,,,,,,True,,,True,,,,,,,,True,,,,,,,,,,,
11602,semily,"chalupy
",Dřevěná,Špatný,Samostatný,,Přízemní,,101,17824.0,,,,,Třída G - Mimořádně nehospodárná,,0.0,"Broker Consulting, a.s.",1179.0666666666666,11979,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,50.6773973,15.4516579,7999999,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
9173,chrudim,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Klidná část obce,Přízemní,2 včetně 1 podzemního,140,1102.0,2.0,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,1,0.0,M&M reality,657.7333333333333,9476,,,,,,,,,,"576,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,49.9009049,15.9402977,3490000,True,,,,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
14793,karvina,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Okraj obce,Patrový,2,186,847.0,,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,Realitní kancelář STING,1024.9411764705883,15293,190.0,,1.0,Plynovod,,1955.0,,,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9017345,18.3816739,3600000,,,True,,,,True,,,,,,,True,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
3763,kladno,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Centrum obce,Patrový,1. podlaží z celkem 3,163,1353.0,1.0,,Dálkový vodovod,"Vlak, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,Fincentrum Reality,1675.3125,3866,132.0,1,,,1033.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.2115599,14.2729214,5990000,True,,,True,,,,,,,,,,,True,,True,,,,,True,True,,,,,,True,,,,,,,,,,,
11169,jablonec-nad-nisou,"chalupy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,3,150,766.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,1,,100% MAKLÉŘ S.R.O. with Gepard Finance a.s.,2423.0,11530,78.0,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6963543,15.1984682,8199000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
7773,prachatice,"rodinne-domy
",Smíšená,Dobrý,,,Patrový,,196,550.0,1.0,,,,Třída G - Mimořádně nehospodárná,,,Realitní Samoobsluha,2675.8823529411766,8043,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.026731,13.9579886,10019790,,,,True,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
3153,benesov,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Centrum obce,Patrový,2,193,437.0,,,Studna,"Dálnice, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,NRG International Realty s.r.o.,1247.3076923076924,3244,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7870944,14.8754161,4200000,,,,,,True,,,,,True,,,True,,,True,,,,,True,True,,,,,,True,,,True,,,,,,,,
854,rokycany,"projekty-na-klic
",Montovaná,Projekt,Samostatný,Klidná část obce,Přízemní,1,115,836.0,,,,"Vlak, Dálnice, Silnice, Autobus",Třída B - Velmi úsporná,0,0.0,Bidli,2028.384615384616,869,135.0,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8074254,13.5274643,7999000,,True,,,,,,,,,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
5249,praha-zapad,"rodinne-domy
",Cihlová,Před rekonstrukcí,V bloku,Klidná část obce,Patrový,2 včetně 1 podzemního,300,618.0,,,,Autobus,Třída D - Méně úsporná č. 264/2020 Sb. podle vyhlášky,,0.0,TITI Reality,1990.764705882353,5406,305.0,30 m2,1.0,Plynovod,313.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.12078,14.2587889,12600000,True,,,,,,,,,,True,,,,,,True,True,,,True,,,,,,,,True,,True,,,,,,,,,
7838,prachatice,"chalupy
",Smíšená,Dobrý,Samostatný,Okraj obce,Patrový,2,230,887.0,,,Místní zdroj,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX Profil,963.3076923076924,8110,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1017923,13.666585,2990000,,True,,,,,,,,,,,,True,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
5347,praha-zapad,"rodinne-domy
",Cihlová,Ve výstavbě,Řadový,Klidná část obce,Patrový,2,138,366.0,4.0,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0,0.0,Aktiva reality,1903.4,5506,81.0,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8722544,14.3709149,9900000,,True,,,,,,,,,True,,,,,,,True,,,True,,,,,,,True,,,,,,,,,,,,
667,tachov,"rodinne-domy
",Panelová,Dobrý,Řadový,Centrum obce,Patrový,3 včetně 1 podzemního,114,65.0,,2022.0,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,3112.0666666666666,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.83560865,12.7309162382503,3850000,,,,,,True,,,,,True,True,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
5274,praha-zapad,"rodinne-domy
",Cihlová,Novostavba,Samostatný,Okraj obce,Patrový,2,124,797.0,1.0,,Dálkový vodovod,"Dálnice, Silnice, MHD",Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,0,0.0,radek-švec s.r.o.,1820.357142857143,5431,151.0,,,,,,,,124.0,,,,"2,6 m",,,,,,,,,,,,,,,,,,,,,,,,50.0702948,14.1708172,13990000,,,,,True,,,,,,True,,,,,,,True,,,,,True,,,,,,,,True,,,,,,,,,
9950,hradec-kralove,"rodinne-domy
",Cihlová,Velmi dobrý,Řadový,Centrum obce,Přízemní,2,212,1141.0,,,,,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,1,,RE/MAX Infinity,1609.5,10274,131.0,,,Plynovod,,2015.0,,,,"96,0 kWh/m^2 za rok",Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,50.1550273,15.6626823,10990000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
3935,kolin,"rodinne-domy
",Cihlová,Před rekonstrukcí,Řadový,,Patrový,,150,426.0,1.0,,"Dálkový vodovod, Studna","Vlak, Dálnice, Silnice, MHD, Autobus",,,,Develop reality,513.0,4046,80.0,1,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0190218,15.2026725,6990000,,,True,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
11145,jablonec-nad-nisou,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,,Patrový,3,309,1829.0,5.0,,,,Třída G - Mimořádně nehospodárná,,,Dumrealit.cz Services,2359.0,11506,309.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7066938,15.2078904,7520000,,,,,True,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
6222,praha-4,"rodinne-domy
",Cihlová,Po rekonstrukci,,Klidná část obce,Patrový,1. podlaží z celkem 4,300,201.0,2.0,,Dálkový vodovod,"Dálnice, Silnice, MHD, Autobus",,,0.0,GENERAL REALITY,918.3333333333334,6418,126.0,,,Plynovod,64.0,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0361555,14.483323,19490000,,,True,,,,,,,,,,,,True,,True,True,,,,True,True,,,True,,True,,,,,,,,,,,,
4807,mlada-boleslav,"rodinne-domy
",Cihlová,Po rekonstrukci,Samostatný,Klidná část obce,Patrový,2 včetně 1 podzemního,140,547.0,2.0,,Místní zdroj,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,1,,BEplan finanční plánování,1922.368421052632,4948,,75 m2,,Plynovod,,,1.0,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,50.4023359,14.9569957,9650000,True,,,,True,,,,,,True,,,,,,True,True,,,,,True,,,,,,,,,True,,,,True,True,True,True,
1203,plzen,"projekty-na-klic
",Dřevěná,Projekt,Samostatný,,Přízemní,,130,706.0,,,,"Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",1341.1666666666667,1226,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,49.7190725,13.5094949,8900000,,True,,,,,,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,
2286,louny,"chalupy
",Cihlová,Dobrý,Samostatný,Centrum obce,Přízemní,1,130,521.0,2.0,2021.0,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,2309.5,2338,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4524683,13.8381773,3465000,,,,True,,,,,,,,,,True,,,True,,,True,True,,,,,,,True,,,,,,,,,,,,
4737,mlada-boleslav,"rodinne-domy
",Cihlová,Dobrý,Samostatný,,Patrový,2,158,892.0,1.0,,"Dálkový vodovod, Studna","Dálnice, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,,eDO reality,1498.3125,4878,187.0,1,1.0,Plynovod,537.0,,,,170.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.499674,14.9726657,6999000,,True,,,,,,,,,True,,,,,,True,,,,,,True,,,True,,,True,,,,,,,,,,,
13751,sumperk,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Okraj obce,Patrový,2. podlaží z celkem 2,218,583.0,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX Elite Reality,1143.5,14214,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9650883,16.8589408,1400000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
2838,decin,"chaty
",Dřevěná,Před rekonstrukcí,,Samota,Patrový,2,80,53.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0,0.0,REALITY ŠIROKÝ,1016.3333333333334,2909,53.0,1,,,,,,,80.0,,,,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,50.7386481,14.3047405,500000,,,,True,,,,,,,,True,,,,,True,,,,True,,,,,,,,,,,,True,,,True,,,,
6491,praha-5,"chaty
",Dřevěná,Dobrý,Samostatný,Klidná část obce,Patrový,2,21,427.0,,,Dálkový vodovod,"Silnice, MHD, Autobus",,Částečně,,Finanční a Realitní servis,1584.095238095238,6702,12.0,4 m2,,,415.0,,,,21.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0584623,14.220011312791744,2990000,,,,True,,,,,,,,True,,,,,True,,,,True,,,,,,,,,True,,,,,,,True,,,
3975,kolin,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,,Patrový,2,145,886.0,1.0,,Studna,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída E - Nehospodárná č. 78/2013 Sb. podle vyhlášky,,,Kutnohorské reality,1611.076923076923,4088,,1,1.0,,,,,,,"40,6 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,50.0916094,15.0592553,6500000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
12189,brno-venkov,"rodinne-domy
",Cihlová,Novostavba,Samostatný,,Patrový,2,162,641.0,4.0,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,1,,Keller Williams Moravia,1244.8125,12592,160.0,,1.0,Plynovod,481.0,,,,138.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.0391412,16.5802396,13990000,,,True,,,,,,,,True,,,,,,,True,,,,True,True,True,True,True,True,,True,,,,,,,True,,,,
416,karlovy-vary,"chaty
",Dřevěná,Dobrý,Samostatný,Klidná část obce,Patrový,3 včetně 1 podzemního,74,732.0,3.0,,,Silnice,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,2566.285714285714,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3735293,13.0239176,3400000,,,,True,,,,,,,,,,True,,,True,,,,,,True,,,,,True,,,,,,,,,,,,
15268,opava,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,,189,631.0,,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,,0.0,Znalecká a poradenská kancelář s.r.o.,1899.4117647058824,15800,,,2.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9847904,18.1184674,4190000,,,True,,,,True,,,,,True,,,,,True,,,,True,,,,,,,,True,,,,,,,True,,,,
8734,trebic,"rodinne-domy
",Cihlová,Novostavba,Samostatný,Klidná část obce,Patrový,2,152,785.0,,,,,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX Stars,1902.3636363636365,9028,119.0,,,,,2022.0,,,,"89,0 kWh/m^2 za rok",Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,49.1592101,15.9023133,6740000,,True,,,,,,,,,,True,,True,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
1068,plzen-sever,"vicegeneracni-domy
",Cihlová,Velmi dobrý,,Klidná část obce,Patrový,,167,889.0,,,Dálkový vodovod,Silnice,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0.0,HARVILLA - REALITY s.r.o.,2289.4,1088,1.0,,1.0,Plynovod,,,,,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8580837,13.2631357,5300000,,,True,,,,True,,,,,True,,,,,,True,,,True,,,,,,,True,,,,,,,,,,,,
1610,domazlice,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Přízemní,1. podlaží z celkem 2 včetně 1 podzemního,202,809.0,,2015.0,Dálkový vodovod,Silnice,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Částečně,0.0,1. Chodská realitní kancelář v.o.s.,587.125,1640,138.0,95 m2,1.0,,671.0,,,,119.0,,,,"2,6 m",,,,,,,,,,,,,,,,,,,,,,,,49.5294264,12.9300855,4480000,,,,True,,True,,,,,True,,,,,,,True,,,,True,True,,,,,,True,,,,,,,,,,,
3727,kladno,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Centrum obce,Patrový,3,170,132.0,1.0,,Dálkový vodovod,"Vlak, Dálnice, MHD, Autobus",,,,Reality Dosedělová,494.2631578947368,3830,102.0,1,,Plynovod,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,50.1453149,14.101689,6290000,,True,,,,,,,,,True,,,,,,True,True,,,,,True,,,,,True,,,,,,,,,,,,
8625,pelhrimov,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Klidná část obce,Přízemní,1,492,2211.0,,,Dálkový vodovod,Autobus,Třída G - Mimořádně nehospodárná,,,TRIGOM,2839.8888888888887,8917,1191.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5756629,15.2680654,3700000,,True,,,,,,,,,,,,,True,,True,True,,,True,,,,,,,True,,,,,,,,True,,,,
400,karlovy-vary,"chalupy
",Cihlová,Před rekonstrukcí,Samostatný,Polosamota,Přízemní,2 včetně 1 podzemního,150,292.0,1.0,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,0.0,M&M reality,867.25,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3693778,12.9138606,2445000,,,,True,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
14713,frydek-mistek,"chaty
",Dřevěná,Dobrý,Samostatný,Okraj obce,Patrový,2,40,334.0,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Částečně,,Ostrafin Reality,1866.6666666666667,15206,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5811183,18.4768665,2150000,,True,,,,,,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,
4382,melnik,"rodinne-domy
",Smíšená,Dobrý,Samostatný,Centrum obce,Patrový,2,150,250.0,,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,0,,Aktivreality,277.53333333333336,4508,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,08.06.2022 00:00,,,,,50.3520049,14.474699473628462,12490000,True,,,,,,,,,,True,,,,,,True,,,,True,,,,,,,,True,,True,,,,,True,True,,,
42,cheb,"rodinne-domy
",Smíšená,Dobrý,Řadový,,Patrový,2,190,299.0,,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,Částečně,0.0,"Broker Consulting, a.s.",296.25,43,,1,,Plynovod,,,,,,,,,,6400,,,,,,,,,,,,,,,,,,,,,,,49.9821411,12.8634993,3150000,,,True,,,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,,,,,,
